Labels,Feature_0,Product_Name,Feature_1,Feature_2
-1.0,good tablet kidsi know use stupid tablet kids sure love downloaded games movies kids seem fairly entertained darn thing bought one christmas ended getting second one kids stop fighting,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.26666666666666666,3.0
1.0,awesome tablet childtablet easy use gives options password well protective case stars,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.7166666666666667,5.0
1.0,kids tabletso far good issue one freezing might use,Echo WhiteEcho White,0.4,5.0
-1.0,tablet chargeafter days device would charge plugged evening th day plugged night second amazon fire tablet first one stopped charging month right manufacturers warranty expired decided get another one great deal sadly learned even get pay tablet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.16714285714285718,1.0
1.0,good tabletfast fluid lots apps especially added google play storevery simple require anything voids warranty display sharp video games load quickly deducted one star amazons version android lacks ability customization,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.15138888888888888,4.0
1.0,reader gamertoo many advertising many pages sort,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.5,4.0
1.0,great paperwhitethis little thing great light clarity right like way adjusts light,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.4163690476190476,5.0
1.0,love itgreat tablet clear picture would buy,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.3,5.0
1.0,great kidsbought sons birthday absolutely loves great price well,Echo WhiteEcho White,0.6,5.0
-1.0,maybe like read digital booksdecent product much used android software cannot get photos saved google half music collection vanished memory card inserted basicly hack thing get apps outside amazon reliability poor exchanged android tablet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.06111111111111112,2.0
1.0,enjoy italthough really like physical book hold onto really like able travel bulk several real books also make borrowing books local library really easy,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.2148148148148148,5.0
1.0,great tabletwe bought tablet son homeschool classes loves,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.8,5.0
1.0,love read get free booksi love read tablets kindle fire light weight easy set alot books audio products buy get free,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.4388888888888889,5.0
1.0,like better paperwhitei purchased paperwhite turns like better paperwhite even cost bucks,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.5,5.0
1.0,greatgot another day niece loves everything offer,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.0,5.0
1.0,love itthis thing issues screen lighting different top overall thingredients amazing read time highly recommend anyone even bought one son,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.2933333333333333,5.0
1.0,great productmy fiance really enjoyes would definitely recommend,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3333333333333333,4.0
-1.0,amazon fire tablet contains many adds cant removed including lock screen worth money,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.4,2.0
1.0,great pricebought christmas gift someone bought ipad well update used,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.8,4.0
-1.0,great tabletawesome kids great pricedoes expensive one,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3666666666666667,5.0
1.0,great assistant every day lifegreat assistant every day life plenty features adults kids alike,Amazon Fire TvAmazon Fire Tv,0.8,5.0
1.0,love kindle firegot wife christmas loves ipad kindle fire hd much easier use books occasional solitaire game glad bought mb would rather much storage space enough great product easy read books,Fire HD  Tablet with Alexa  HD Display  GB Tangerine  with Special Offers,0.2481481481481481,5.0
-1.0,expectedhave using tablet find kindle harder navigate,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,-0.1,3.0
1.0,great simple tablet got daighter great tablet starter easy ise great graphics,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.5666666666666667,5.0
-1.0,ready mainstreamalthough faster stick smart tv apps still needs stability better connection everyday use mot worth expensive still ok,Fire HD  Tablet with Alexa  HD Display  GB Tangerine  with Special Offers,0.14489795918367346,3.0
1.0,affordablegood price use perfect size kids battery last long time,Echo WhiteEcho White,0.31666666666666665,4.0
1.0,echo blastfamily fun using echo use alarm time music weather getting answers questions,Amazon Fire Hd  Standing Protective Caseth Generation   Release Cayenne RedAmazon Fire Hd  Standing Protective Caseth Generation   Release Cayenne Red,0.3,5.0
1.0,great ereaderthis great product would recommend anyone enjoys reading,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.8,5.0
-1.0,view kindle documentsunable use anything kindle severely limits usefulness screen readable sunlight nice feature,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.6,4.0
1.0,improvement kindle paper whitethe kindle voyage improvement paper white lightweight compact easy use,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.21666666666666667,4.0
1.0,tabthis good laptop ipad waste money something expensive get,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-1.8503717077085938e-17,5.0
1.0,great tabi got fire friend wants buy kindlethis serves kindle tab nice cheapworth paid highly recommend beginners,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.44,5.0
1.0,great kidsbest value tablet little ones great warranty great parental controls shame apple caught needs parents comes digital media,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.4425000000000001,5.0
1.0,great kidsi got two young kids everything could ask limit much use great product great price,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.54,5.0
-1.0,cnn travel channeldoes load cnn travel channeli even directnow month mb internet speed new google wifi routeri give go back regular cable pay extra less hassle cablesatellite wins,New Amazon Kindle Fire Hd w Powerfast Adapter Charger  Micro Usb Angle CableNew Amazon Kindle Fire Hd w Powerfast Adapter Charger  Micro Usb Angle Cable,0.04494949494949494,2.0
-1.0,badordered dec th got order christmas supposed delivered dec th,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,1.0
1.0,wife likes itwife likes uses travels doesnt like carry alot books,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.0,4.0
1.0,jobnot really much say job use amazon store google store live spur moment wanted something take plane spend lot far traveling buddy price good without many compromises ads looking lot nice stop,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3727272727272728,4.0
1.0,reason readgreat reading book light weight easy use best kindle market,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.6111111111111112,5.0
1.0,great tablet preteengot granddaughter loves great games internet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.8,4.0
1.0,great travelwhen purchased kindle lot travel great access material downloaded prior leavinggreat item ages,Echo WhiteEcho White,0.5333333333333333,5.0
-1.0,good reading devicethis device classic reader people also good gift students comfortable use,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.4916666666666666,5.0
-1.0,great tableti love comes month kids subscription,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.65,4.0
1.0,greatfantastic tablet fire one great small portable,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.275,5.0
1.0,fond itit solid ereader nothing wrong,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,-0.25,4.0
-1.0,first fire hd purchased diedthe first fire hd purchased died within week purchase go back exchange new one good sign far,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.2393939393939394,2.0
1.0,read everywhereit light easy carry read books everywhere,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.4166666666666667,4.0
-1.0,good kidsthe processor slow took five minutes load five minute youtube video mbmin internet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2,2.0
1.0,awesomemy yr old loves new tablet wife glad get back simple usage favorite apps,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.20606060606060608,5.0
-1.0,okslow processor equates slow internet browsing user nterface ok really wish capability lock onto movie screen toddler watches movies next time shall spend additional money ipad mini kids,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.1,2.0
1.0,good one bought thanksgiving day good price,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.7,4.0
1.0,great little tabletjust needed small tablet video surfing perfect,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.340625,4.0
1.0,kids love ithad buy sims cards storage good choice kids,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6,5.0
1.0,kindle fire gig magentai love love kindle fire magenta color awesome truly best kindle fire ever owned colors availablesare awesome,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.8,5.0
1.0,ease usetablet perfect beginners want basic,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.5,5.0
1.0,kindle fire love love love kindle fire yr old granddaughter said bought christmaswe purchased kindled past one bestlove fact use memory card itthat helps much use booksgamesmusic viedosthanks,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.25833333333333336,5.0
-1.0,mehafter two weeks ended returning item constantly froze working faster fire stickthe voice search joke pretty tied amazon ecosystem love echo disappointed device hundred dollars thanks,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.04,2.0
-1.0,decentgets jib done makes good tablet kids play,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.7,3.0
1.0,good productmy nephew going college next year want give gift kindle suits well learn study,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.35,5.0
1.0,decent pricei picked tablet sale tablet meant primary use ipad price tablet powerful amazon prime could much expected complaint front facing camera zooms much face also much single speaker achieve definitely worth buying backup tablet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.11190476190476192,4.0
1.0,fantastic tablet kidsi bought grand daughter comes visit set user entered age name amazon makes sure accesses sites content appropriate age simple loves capabilities also bought installed gig sd card gives little tablet plenty storage price think tablet best one spend hundreds dollars additional speed capacity comes basics tablets everything people ever need fraction cost,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.3875,5.0
1.0,excellent ereaderlightweight bright screen adequate capacity great battery life perfect stand alone ereader,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.7666666666666668,5.0
1.0,great avid readersi bought gift wife loves reading really enjoyed able andy sleek reader purse go,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.5125,5.0
-1.0,get siriglad halfprice alexa know much compared siri,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,0.2,3.0
-1.0,great giftwe bought last year black friday us bought gift good kids,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.33333333333333337,5.0
1.0,lightweightabsolutely love voyager much lighter original kindle smaller also fits better purse carry everywhere go little harder navigate library learning,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.1839285714285714,5.0
-1.0,meet expectationbluetooth inaccessible connected wifi device chargeable hence portable,Echo WhiteEcho White,0.0,2.0
-1.0,kindle tablethonestly worst tablet ever owned slow unreliable would switch,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.65,1.0
-1.0,rishavbad performance slow device worth buying better products available range,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.225,1.0
-1.0,works better primei thing cool listen radio get news cnn fox amazon prime dumb brick,Echo WhiteEcho White,0.15833333333333333,3.0
1.0,works okayi want small tablet check news weather etc time time product works well purpose fast ipad good choice considering price,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.21666666666666665,4.0
1.0,great tabletgreat tablet invested amazon system nice screen functions well,Fire HD  Tablet with Alexa  HD Display  GB Tangerine  with Special Offers,0.7,5.0
-1.0,user friendlythe earlier models simple use nonsense listing books library author title big pictures tiny lettering lots ads,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.0,2.0
1.0,good supposed begood supposed highend ipad sure price cannot beat gift son low risk way acclimate tablets big loss destroys relatively speedy good resolution os takes lot getting used ios parental controls nice addition,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.35714285714285715,4.0
1.0,great productwas given gift husband extremely pleased purchase,Amazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReadersAmazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.65,5.0
-1.0,rarely gives good answerit works time asking question,Amazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver AluminumAmazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver Aluminum,0.5,3.0
1.0,loving iti loving new kindle wanted one finally bought one even though cheapest one exceeded expectations love glare,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3672727272727273,4.0
1.0,good travelling ebooksi nonbackground light kindle replace kindle paperwhite good expected,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.425,5.0
1.0,love kindle voyagei please kindle voyage size perfect control lighting exactly looking would recommend anyone,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.5833333333333334,5.0
1.0,good looking screennot bad deal small good tableteasy use,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.11250000000000003,4.0
-1.0,great little tablet avg user ipadi owned tablets currently ipad iphone invested amazon ecosystem via kindle ereaders fire tvs tablet incredibly affordable offers acceptable performance heavily restricted figure install google play store amazon app store missing huge number every day apps great extension fire tvs certainly good choice primary tablet kids parents apple budget personally still find reaching ipad,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2927083333333334,3.0
-1.0,weak wifithe wifi would drop often could listen spotify services without buffering,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,-0.375,2.0
-1.0,battery stopped charging two dayswhen buy amazon product best buy take responsibility two weeks said speak amazon directlybut cannot return amazon products bought best buy amazon buy amazon products best buy ever doomed,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,1.0,1.0
1.0,versatile tableti kinds tables best listen music read book listen book watch moviestv shows,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,1.0,5.0
1.0,great outdoor usegreat easy read especially outside sun,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.4111111111111112,5.0
-1.0,ad included amazon apps onlyi know pay get rid ads bad idea tablet works fine otherwise okay amazon apps,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.07222222222222227,2.0
-1.0,slowvery slow performance sometimes applications freeze work well charging port low quality,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,-0.15000000000000002,3.0
1.0,present daughter loves itmy daughter likes tablet play online games,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.0,5.0
1.0,great reading goi use every day commute great battery life backlight readable normal lighting like built dictionary email pdf mobi files easy transfers,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5458333333333334,5.0
-1.0,used libraryit difficult understand instructions still working,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.5,3.0
-1.0,nice basic tabletits cheap notice low screen resolution compared ipad app somewhat limited unless side load,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.18571428571428567,3.0
1.0,great tablet kidsmy grandchildren home schooled utilize tables many learning apps love using makes feel grown tablets great leaning tool receiving many benefits,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.62,5.0
-1.0,price negotiable nice gift startgave christmas gift know good works anything,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6499999999999999,4.0
1.0,purchased grandson loves ithe amazed serf web go onto face book place amazon orders read books quicklyplay games likes front back cameras,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,5.0
-1.0,ok product needs worklacks lot info readily available google home,Amazon Fire TvAmazon Fire Tv,0.45,4.0
1.0,love kindlehave using kindle app ipad years cannot imagine using anything besides kindle read love backlight read night,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5,5.0
-1.0,birthday presentmy grandson loved plays everyday papa love,Echo WhiteEcho White,0.3333333333333333,5.0
1.0,like itaffordable easy use holds books games,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.43333333333333335,4.0
-1.0,never purchased frustrating devicei reading positive reviews wish could say best buy great reflection experience product product one month contact amazon support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned already purchased amazon would show device library,Amazon  Kindle Voyage  GB  WiFi  G  BlackFire HD  Tablet with Alexa  HD Display  GB Tangerine  with Special Offers,0.13884297520661154,1.0
1.0,good young kidsgrandson became board offers plug wears fast,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.275,3.0
1.0,decentgood cheap tablet powerful basics,Echo WhiteEcho White,0.35,4.0
1.0,love iti love portable kindle fits right purse makes read whenever wherever free time,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.4214285714285714,5.0
-1.0,terrible operationi took back day purchasing screen looks like scrolling old news print blacks moment move thought defect nope according geek squad way,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,-0.3,1.0
-1.0,returneddifficult purchase stock stores order online ship store available become available work turned could get could log onto wifi network though items household work also product wouldnt move past setting clock tried days gave returned item,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.18333333333333332,1.0
-1.0,amazon tablettablet trouble begging kept restarting rebooting return,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,-0.2,2.0
1.0,works greatvery lightweight portable excellent battery life,Kindle Oasis Ereader with Leather Charging Cover  Merlot  HighResolution Display  ppi WiFi  Includes Special Offers,1.0,5.0
-1.0,smallyou get pay small tablet ok specs annoying tablet fact pay remove offers pay remove bloatware,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.11250000000000003,3.0
-1.0,great year old afteri got year old mother view pics facebook childrengrandchildrengreat grandchildren great great grandchildren kids protection bumper able handle well bad side wanted hide apps could plus ended paying extra get rid ads,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.30000000000000004,3.0
-1.0,like camera took bad picturesdid think well made product ask many sign,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.09999999999999992,2.0
1.0,perfect gift agemy year old one year old wanted one one parental controls easy use work great would highly recommend anyone,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.4322222222222223,5.0
-1.0,disappointingthe sound quality speaker opinion worth extra cost versus echo dot could spend difference separate speaker use dot also flexibility using speaker elsewhere,Echo WhiteEcho White,0.2333333333333333,1.0
1.0,nice kindlewife really likes works great likes front back camera,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.4,5.0
1.0,love iteasy read great resolution probably get another family member,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.65,5.0
1.0,great tabletthe visual quality fire hd amazing runs fast easy use durable,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.4066666666666666,5.0
1.0,new robotjust love easy set use tons information jokes plays music give spots scores,New Amazon Kindle Fire Hd w Powerfast Adapter Charger  Micro Usb Angle CableNew Amazon Kindle Fire Hd w Powerfast Adapter Charger  Micro Usb Angle Cable,0.3565656565656566,5.0
-1.0,better tables aroundvery nice size google play store cannot use google chrome cast watch movies tv tablet without google play store disadvantage,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.55,2.0
-1.0,nice priceit great year old mothershe uses bible,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5,4.0
1.0,great tablet pricepurchased gift person receiving loved extremely happy,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.7666666666666666,5.0
1.0,great tablet moneyfor money cannot beat tablet full features picture quality great fast speed using internet,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.5375,5.0
-1.0,intuitive expectedit neat gadget things like track items shopping list setting timers great would expected better telling things like tv show x sound cardinal bird make met understand question alexa intuitive learn grow go along also ask things way alexa understand example cannot say alexa turn lights kitchen compute say alexa shut lights ask start writing correct way ask things would remember needs learn adapt happening far,Amazon Fire TvAmazon Fire Tv,0.34,3.0
-1.0,appsnot easy navigate download apps device,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.43333333333333335,3.0
-1.0,little fun usefulthis fun would buy informative keeps say understand question,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.13749999999999998,2.0
-1.0,ok greatmy old kindle fire got pushed water cat bought new one ok nothing write home kinda slow size little awkwardtoo narrow shall price right afford buy better tablet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.14828643578643574,3.0
-1.0,terrible productbad voice qualitythe speaker voice quality terrible compare similar size logitech ue boomthe price high even got promotion,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,-0.46,1.0
-1.0,easy usei find ereader easy navigate actually found confusing older model one easier navigate new one skipping pages sometimes also,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.14494949494949494,3.0
1.0,need extra purchase work wellmy alexa recognize agoura hills play free music get work,Amazon Fire TvAmazon Fire Tv,0.2,3.0
-1.0,understand warranty throwing appealing price know advance warranty days sons device stopped charging due lose charging port little months got rush call taking care seriously ill family members put customer service bottom list priorities since thought time especially knowing types calls sometimes take hours today son home sick day things bottom list called amazon minutes later trouble shooting steps three times disconnected decided tell warranty days would happy help buy one ok calmly explained full price spend device barely made two months put hold minutes later told would generously give next purchasemoral story know buy still buy call minute thing breaks even means mom hour late chemo guessalso minute search call defect since box found amazon support number thread least people talking defective charging ports keep mindif something spend every months might worth,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.026289682539682543,1.0
1.0,good producti love kindle price good heavy charge every two weeks,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.425,5.0
1.0,best kindle everi thought long hard upgrading paperwhite decided despite beating able actually see one store owned kindle since second generation version far favorite look feel amazing regret purchase one bit disposable income paperwhite suffice significantly smaller price point,Kindle Oasis Ereader with Leather Charging Cover  Merlot  HighResolution Display  ppi WiFi  Includes Special Offers,0.2358333333333333,5.0
-1.0,works good spectedi got frend really lime apple tv still think better,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.4666666666666666,3.0
-1.0,great beginners kids tabletthe tablet pretty good would give stars able download use apps google store one big complaint also fast sd card got filled items amazon os tablet without user knowing hand four kids using tablets reward time helps kids free time awesome useful,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.3863636363636364,3.0
-1.0,great terriblei way buffering device apple tv gen works well glitch unit every time use indeed takes away user experience,Fire HD  Tablet with Alexa  HD Display  GB Tangerine  with Special Offers,0.8,3.0
1.0,impressedi like tablet impressed expect much goddaughter tablet thought would purchase twoyearold keep busy mommy business handle pretty good job,Amazon  Kindle Voyage  GB  WiFi  G  BlackAmazon  Kindle Voyage  GB  WiFi  G  Black,0.45,5.0
1.0,great product kids user friendlythe device simple kids great love case really protective,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.4600000000000001,5.0
-1.0,bluetooth bummer onoff timersa wonderfully designed device use fairly limited bought primarily use smart home control device however although allows turn lights cannot add timers control instructions instance cannot tell echo turn light minutes tell turn immediately finding incredible disappointing know understand would hard add feature,Amazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver AluminumAmazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver Aluminum,0.2438988095238095,2.0
-1.0,non functionalhorriblejust like owned due warranties,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,-0.125,1.0
-1.0,surei wanted fire years pick one time thought would like,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,3.0
1.0,keeps getting betteri bought kindle fire years ago enjoyed using always wished storage better connectivity new model use amazon account,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.3787878787878787,5.0
1.0,perfect uses cannot beat pricei wanted tablet mainly keep chair could look stuff information movies watch tv answers new york times crossword puzzle anything else curious want spend much money still dubious whether inexpensive tablet could good decided measly fifty bucks plus extra storage worth shot found perfect purposes relatively fast easy use used downloading like guess shall ok happy bought,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.34069264069264066,5.0
1.0,good tabletvery good tablet works well easy use,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6111111111111109,4.0
-1.0,told easy installation noti tokd wfi would problem make work wrong already gave person cannot make work smart phone computer wifi im afraid return item,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,-0.11309523809523807,1.0
-1.0,super slowit takes forever download apps returning getting something else,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.3333333333333333,1.0
-1.0,tabletit good tablet kids wish would little better games,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3375,4.0
1.0,great readergot sale great price great product,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.8000000000000002,5.0
1.0,great kindleexcellent product good piece strongly recommend,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6444444444444445,5.0
-1.0,horrible battery lifethis upgrade means three year old kindle outperformed oasisbattery life better week lights lowest setting magnetic connector poorly designed grows weak two pieces keep unsnaps constantly amazon customer services promises resolved update,Kindle Oasis Ereader with Leather Charging Cover  Merlot  HighResolution Display  ppi WiFi  Includes Special Offers,-0.19583333333333333,1.0
1.0,works greathavent long far good nice buy product works exactly supposed,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.32,5.0
1.0,great upgradeive using original bn nook ereader several years finally decided upgrade wish would done lot sooner new kindle touchscreen ereader phenomenalthe device light easy carry almost unbelievably fast responsive touch screen delay would recommend anybody market one buy one immediately regret,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2930871212121212,5.0
1.0,living itgot present love size screen,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.25,5.0
-1.0,finelooking streaming media box fine android based oneit ethernet port streams p amazon android stuff finei really like volume controlthe difference fire stick internal storage capacity ethernet portso two fire sticks instead one box unless want play apps,Echo WhiteEcho White,0.2055555555555556,3.0
-1.0,good kidsthis tab grown ups neither work entertainment amazon fire os long way go,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.325,3.0
